EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,EducationLevel,Attrition,MonthlyIncome,PerformanceRating,OverTime
EMP1028,38,Male,Sales,Sales Executive,7,5,No,136284,1,Yes
EMP1029,43,Female,Research & Development,Research Scientist,8,3,No,42960,4,Yes
EMP1030,47,Female,Human Resources,Laboratory Technician,11,5,No,133534,2,No
EMP1031,27,Female,Human Resources,Sales Representative,10,5,No,64848,4,Yes
EMP1032,43,Male,Research & Development,HR Manager,15,4,No,134176,2,Yes
EMP1033,56,Male,Sales,Sales Representative,12,3,No,57015,5,Yes
EMP1034,46,Male,Research & Development,Sales Executive,9,5,No,85765,2,Yes
EMP1035,42,Male,Human Resources,Research Scientist,1,4,Yes,95056,5,Yes
EMP1036,53,Female,Human Resources,Sales Representative,7,2,No,129686,4,Yes
EMP1037,56,Female,Sales,Research Scientist,3,5,No,144537,5,Yes
EMP1038,24,Male,Sales,HR Manager,13,4,No,50955,2,Yes
EMP1039,26,Male,Human Resources,HR Manager,13,2,Yes,98560,3,No
EMP1040,37,Female,Human Resources,HR Manager,8,1,Yes,81277,3,No
EMP1041,40,Female,Research & Development,Sales Representative,12,2,Yes,98599,5,Yes
EMP1042,36,Male,Research & Development,Laboratory Technician,0,1,No,43737,3,No
EMP1043,27,Female,Sales,Sales Representative,5,5,Yes,40878,1,No
EMP1044,49,Female,Research & Development,Research Scientist,5,3,Yes,53884,1,Yes
EMP1045,28,Male,Human Resources,Laboratory Technician,9,3,No,125173,4,Yes
EMP1046,28,Male,Research & Development,Laboratory Technician,6,1,No,58526,2,Yes
EMP1047,50,Female,Research & Development,Sales Executive,4,5,No,113649,5,No
EMP1048,32,Female,Human Resources,HR Manager,4,4,No,33890,5,No
EMP1049,41,Male,Research & Development,Sales Representative,10,4,Yes,57514,5,No
EMP1050,23,Male,Human Resources,Sales Executive,1,4,Yes,99227,3,Yes
EMP1051,24,Female,Research & Development,Research Scientist,2,3,No,95900,5,Yes
EMP1052,42,Female,Human Resources,Sales Executive,9,3,No,74789,2,No
EMP1053,25,Female,Human Resources,HR Manager,4,1,No,128564,4,No
EMP1054,40,Male,Sales,Sales Executive,11,3,Yes,86939,3,Yes
EMP1055,44,Female,Sales,HR Manager,14,4,Yes,141269,1,Yes
EMP1056,45,Female,Research & Development,Laboratory Technician,12,2,No,100303,1,No
EMP1057,49,Female,Sales,Sales Executive,5,1,No,44952,4,Yes
EMP1058,31,Male,Research & Development,Research Scientist,14,2,No,131628,5,No
EMP1059,37,Female,Research & Development,Sales Executive,0,4,Yes,40736,1,No
EMP1060,55,Male,Research & Development,Research Scientist,4,2,Yes,105775,4,No
EMP1061,48,Male,Research & Development,Research Scientist,6,4,Yes,62212,5,No
EMP1062,58,Female,Research & Development,Research Scientist,5,5,No,109921,1,Yes
EMP1063,33,Female,Research & Development,Sales Representative,9,2,Yes,94446,5,Yes
EMP1064,32,Male,Sales,Sales Representative,9,3,Yes,139352,4,No
EMP1065,33,Male,Sales,Research Scientist,2,4,Yes,100617,1,No
EMP1066,27,Male,Sales,Sales Executive,5,2,Yes,40457,2,No
EMP1067,46,Female,Human Resources,Sales Executive,7,2,Yes,66058,4,Yes
EMP1068,37,Male,Human Resources,Laboratory Technician,6,1,No,74113,4,Yes
EMP1069,53,Female,Research & Development,Sales Representative,13,2,Yes,105554,4,Yes
EMP1070,59,Female,Human Resources,Laboratory Technician,2,4,No,31488,2,Yes
EMP1071,31,Female,Sales,Sales Executive,7,3,No,146327,1,No
EMP1072,36,Male,Research & Development,Sales Executive,4,4,No,137618,5,No
EMP1073,51,Male,Research & Development,Sales Representative,11,4,No,32970,1,Yes
EMP1074,38,Female,Sales,HR Manager,0,4,No,126716,5,Yes
EMP1075,51,Female,Research & Development,Research Scientist,15,4,No,134192,2,No
EMP1076,38,Female,Human Resources,HR Manager,5,3,Yes,110897,1,Yes
EMP1077,22,Female,Research & Development,Laboratory Technician,11,2,No,116073,2,Yes
EMP1078,51,Female,Research & Development,Sales Executive,3,4,Yes,143569,5,Yes
EMP1079,40,Male,Sales,HR Manager,15,2,No,140586,1,Yes
EMP1080,56,Male,Human Resources,Research Scientist,12,4,Yes,124389,4,No
EMP1081,32,Male,Human Resources,HR Manager,6,1,Yes,105085,1,No
EMP1082,26,Male,Research & Development,Research Scientist,15,2,Yes,112611,2,No
EMP1083,50,Female,Human Resources,HR Manager,12,2,Yes,140876,4,Yes
EMP1084,44,Female,Human Resources,Research Scientist,14,1,No,51879,2,No
EMP1085,59,Female,Human Resources,HR Manager,7,3,Yes,139234,3,No
EMP1086,41,Female,Human Resources,Sales Executive,3,3,Yes,43810,3,Yes
EMP1087,49,Male,Human Resources,Sales Executive,12,1,No,88365,3,Yes
EMP1088,38,Male,Research & Development,Sales Representative,4,3,No,91343,2,Yes
EMP1089,51,Male,Research & Development,Research Scientist,10,4,No,105640,3,Yes
EMP1090,41,Female,Human Resources,Laboratory Technician,4,4,Yes,36159,5,No
EMP1091,34,Male,Sales,Sales Representative,12,4,Yes,78549,4,No
EMP1092,46,Female,Human Resources,Research Scientist,10,1,Yes,71369,2,Yes
EMP1093,52,Male,Sales,HR Manager,9,5,Yes,49373,3,Yes
EMP1094,28,Female,Research & Development,HR Manager,13,3,No,103436,3,No
EMP1095,37,Male,Research & Development,HR Manager,12,3,No,142911,5,Yes
EMP1096,46,Male,Research & Development,Laboratory Technician,2,5,No,85735,4,No
EMP1097,58,Male,Human Resources,Laboratory Technician,11,5,No,85438,1,Yes
EMP1098,44,Female,Research & Development,HR Manager,15,4,Yes,106703,1,Yes
EMP1099,58,Male,Human Resources,Sales Representative,0,1,Yes,57227,2,No
EMP1100,40,Female,Human Resources,Research Scientist,7,4,Yes,58968,1,No
EMP1101,40,Male,Research & Development,Sales Executive,5,1,Yes,137887,3,No
EMP1102,23,Female,Research & Development,HR Manager,7,3,No,133457,2,No
EMP1103,47,Male,Research & Development,Sales Representative,11,3,No,78977,3,Yes
EMP1104,39,Female,Sales,Sales Representative,11,2,Yes,41721,2,Yes
EMP1105,22,Male,Sales,Sales Representative,10,3,No,112313,3,No
EMP1106,58,Male,Human Resources,Laboratory Technician,0,5,No,138666,2,Yes
EMP1107,25,Female,Sales,HR Manager,12,2,Yes,116113,4,Yes
EMP1108,60,Female,Sales,Research Scientist,2,1,No,71036,5,No
EMP1109,53,Male,Research & Development,Sales Executive,7,1,No,127584,1,Yes
EMP1110,40,Female,Research & Development,Research Scientist,4,2,Yes,96137,5,No
EMP1111,36,Male,Human Resources,Sales Representative,15,5,No,100577,1,No
EMP1112,60,Male,Human Resources,HR Manager,6,3,Yes,128416,2,No
EMP1113,44,Female,Sales,Laboratory Technician,1,1,Yes,32708,2,No
EMP1114,36,Female,Human Resources,Laboratory Technician,6,1,Yes,128899,4,No
EMP1115,34,Male,Research & Development,Sales Representative,9,5,Yes,124622,3,Yes
EMP1116,38,Male,Research & Development,Laboratory Technician,13,2,Yes,90906,2,Yes
EMP1117,30,Male,Sales,Research Scientist,2,5,Yes,128173,1,Yes
EMP1118,28,Male,Research & Development,Laboratory Technician,10,3,No,31558,2,Yes
EMP1119,24,Female,Research & Development,HR Manager,12,1,Yes,130768,5,Yes
EMP1120,41,Female,Research & Development,Research Scientist,5,4,No,139593,3,No
EMP1121,50,Female,Research & Development,Research Scientist,13,4,No,117678,5,No
EMP1122,24,Female,Research & Development,Laboratory Technician,4,3,Yes,71735,4,No
EMP1123,59,Male,Sales,HR Manager,9,5,No,55579,4,No
EMP1124,45,Female,Human Resources,Sales Representative,9,4,No,46585,1,No
EMP1125,30,Female,Sales,Research Scientist,12,3,No,118255,2,Yes
EMP1126,27,Female,Sales,Sales Executive,15,5,Yes,81716,5,No
EMP1127,40,Female,Sales,Research Scientist,1,3,No,32618,4,No
EMP1128,42,Female,Human Resources,Laboratory Technician,8,3,No,127796,4,No
EMP1129,48,Male,Research & Development,Research Scientist,13,3,Yes,127571,1,Yes
EMP1130,33,Male,Human Resources,Sales Executive,5,1,No,45930,2,Yes
EMP1131,34,Female,Sales,Sales Executive,5,5,No,45972,3,Yes
EMP1132,30,Female,Human Resources,Sales Executive,12,5,Yes,105454,2,Yes
EMP1133,56,Female,Sales,Sales Representative,3,1,No,61605,4,No
EMP1134,45,Male,Research & Development,Sales Executive,14,4,Yes,133188,3,Yes
EMP1135,55,Male,Sales,Sales Representative,2,4,Yes,106610,2,No
EMP1136,54,Male,Research & Development,HR Manager,11,4,Yes,40462,3,Yes
EMP1137,39,Female,Sales,Sales Executive,3,5,No,31367,1,No
EMP1138,32,Female,Sales,Sales Executive,12,1,No,62587,3,Yes
EMP1139,38,Male,Human Resources,Research Scientist,0,5,No,142413,3,No
EMP1140,52,Male,Research & Development,HR Manager,5,5,No,99813,2,Yes
EMP1141,40,Female,Sales,Laboratory Technician,10,5,Yes,46469,4,Yes
EMP1142,43,Male,Research & Development,Sales Executive,4,1,Yes,141782,3,No
EMP1143,29,Female,Human Resources,Laboratory Technician,12,2,No,105170,5,No
EMP1144,51,Female,Research & Development,HR Manager,14,4,No,92168,1,No
EMP1145,26,Female,Human Resources,Sales Representative,0,3,No,70288,5,No
EMP1146,31,Female,Human Resources,Laboratory Technician,15,4,No,47616,4,Yes
EMP1147,36,Female,Research & Development,Laboratory Technician,12,3,No,114714,3,Yes
EMP1148,47,Male,Research & Development,HR Manager,13,2,No,143526,3,No
EMP1149,57,Male,Sales,HR Manager,1,2,No,71307,1,No
EMP1150,45,Male,Human Resources,Sales Executive,9,2,Yes,75817,2,No
EMP1151,27,Female,Research & Development,Laboratory Technician,13,1,Yes,45894,4,No
EMP1152,47,Male,Human Resources,Sales Executive,8,5,Yes,61896,3,Yes
EMP1153,22,Male,Sales,HR Manager,3,4,Yes,124831,5,Yes
EMP1154,38,Male,Research & Development,Sales Representative,14,3,Yes,85914,5,Yes
EMP1155,56,Male,Research & Development,Sales Executive,11,4,Yes,35539,2,No
EMP1156,29,Female,Human Resources,Laboratory Technician,15,2,Yes,105231,1,Yes
EMP1157,51,Male,Research & Development,HR Manager,10,1,No,37742,3,No
EMP1158,45,Female,Research & Development,Research Scientist,11,1,No,120450,5,Yes
EMP1159,38,Female,Human Resources,Sales Representative,3,3,No,99614,4,No
EMP1160,59,Male,Sales,HR Manager,5,1,Yes,73003,4,Yes
EMP1161,46,Male,Research & Development,HR Manager,13,2,No,138311,2,No
EMP1162,45,Female,Sales,Sales Executive,12,2,No,100125,5,Yes
EMP1163,28,Male,Human Resources,HR Manager,2,4,No,134543,3,No
EMP1164,36,Male,Human Resources,Laboratory Technician,4,5,Yes,43246,3,Yes
EMP1165,52,Female,Sales,Sales Representative,0,2,Yes,142143,4,No
EMP1166,23,Female,Research & Development,HR Manager,10,4,No,95835,4,No
EMP1167,57,Male,Research & Development,Sales Representative,8,2,Yes,124002,2,Yes
EMP1168,42,Male,Human Resources,Sales Representative,6,4,No,46124,2,No
EMP1169,36,Female,Human Resources,Sales Executive,14,5,Yes,35598,2,No
EMP1170,26,Male,Research & Development,Research Scientist,13,5,Yes,67146,2,No
EMP1171,51,Female,Sales,Sales Representative,1,3,Yes,72957,4,No
EMP1172,41,Male,Human Resources,HR Manager,14,2,No,37994,1,Yes
EMP1173,48,Female,Research & Development,Research Scientist,9,1,Yes,145254,4,No
EMP1174,29,Female,Research & Development,Sales Executive,1,1,Yes,47777,4,Yes
EMP1175,30,Female,Research & Development,Laboratory Technician,3,2,No,69234,4,No
EMP1176,24,Female,Sales,Laboratory Technician,15,1,No,57810,5,Yes
EMP1177,24,Male,Research & Development,Laboratory Technician,14,3,Yes,123668,5,Yes
EMP1178,41,Male,Human Resources,Sales Representative,11,4,Yes,90429,5,Yes
EMP1179,53,Female,Sales,Research Scientist,1,1,Yes,57077,4,No
EMP1180,29,Male,Human Resources,Sales Executive,11,2,No,82489,3,Yes
EMP1181,28,Female,Sales,Research Scientist,8,4,Yes,39132,5,No
EMP1182,37,Male,Research & Development,Sales Representative,13,2,Yes,148721,1,No
EMP1183,56,Female,Research & Development,HR Manager,10,4,No,74990,2,Yes
EMP1184,30,Male,Sales,Sales Executive,9,1,No,121378,3,Yes
EMP1185,46,Male,Research & Development,Research Scientist,0,1,Yes,134212,5,No
EMP1186,51,Female,Human Resources,Research Scientist,8,4,Yes,133155,3,No
EMP1187,45,Female,Research & Development,Laboratory Technician,5,3,No,99590,5,No
EMP1188,56,Male,Sales,Research Scientist,9,5,Yes,95036,4,Yes
EMP1189,48,Male,Human Resources,Research Scientist,11,3,No,56953,2,Yes
EMP1190,59,Male,Human Resources,Sales Representative,13,4,Yes,79691,2,No
EMP1191,31,Male,Sales,Sales Executive,0,3,No,129290,1,No
EMP1192,48,Male,Human Resources,HR Manager,14,5,Yes,82698,3,No
EMP1193,28,Female,Human Resources,Laboratory Technician,10,5,No,48331,2,No
EMP1194,53,Male,Sales,Sales Representative,9,5,Yes,149932,5,No
EMP1195,48,Female,Human Resources,Research Scientist,1,3,No,87654,5,Yes
EMP1196,39,Female,Research & Development,HR Manager,3,3,Yes,40337,4,Yes
EMP1197,24,Female,Research & Development,Sales Executive,11,5,Yes,58446,2,Yes
EMP1198,45,Male,Sales,Laboratory Technician,1,2,Yes,120466,2,Yes
EMP1199,35,Male,Human Resources,HR Manager,12,5,Yes,75702,4,Yes
EMP1200,50,Female,Human Resources,Laboratory Technician,7,5,No,96801,5,No
EMP1201,50,Male,Research & Development,Sales Executive,5,3,No,124453,5,Yes
EMP1202,37,Female,Research & Development,Research Scientist,2,5,No,108588,2,Yes
EMP1203,45,Female,Sales,Sales Executive,3,2,No,82552,1,No
EMP1204,28,Male,Research & Development,HR Manager,4,2,Yes,104494,4,Yes
EMP1205,45,Male,Sales,Laboratory Technician,4,1,No,62157,4,No
EMP1206,56,Male,Human Resources,Research Scientist,15,4,No,57392,4,No
EMP1207,44,Female,Research & Development,Research Scientist,13,4,Yes,76298,1,No
EMP1208,25,Male,Human Resources,Research Scientist,8,3,No,61718,4,Yes
EMP1209,47,Female,Research & Development,Sales Executive,11,3,No,134658,5,No
EMP1210,39,Female,Research & Development,Sales Executive,14,5,No,111091,5,No
EMP1211,34,Female,Human Resources,Research Scientist,7,3,No,37910,4,Yes
EMP1212,29,Male,Human Resources,Sales Representative,14,4,No,122315,2,No
EMP1213,51,Female,Research & Development,Laboratory Technician,1,4,No,30932,2,Yes
EMP1214,27,Male,Sales,Research Scientist,2,1,No,112133,3,Yes
EMP1215,35,Male,Research & Development,Sales Executive,10,5,Yes,73760,4,No
EMP1216,60,Male,Research & Development,Sales Executive,11,3,Yes,101375,5,Yes
EMP1217,23,Male,Research & Development,Laboratory Technician,1,3,No,72173,5,No
EMP1218,25,Female,Human Resources,Laboratory Technician,4,1,Yes,144532,5,No
EMP1219,43,Female,Human Resources,Sales Representative,3,2,No,128471,2,No
EMP1220,37,Male,Research & Development,Sales Executive,12,5,Yes,140304,5,Yes
EMP1221,30,Female,Human Resources,HR Manager,2,2,No,86387,5,Yes
EMP1222,58,Male,Human Resources,HR Manager,10,2,Yes,41842,5,Yes
EMP1223,35,Male,Sales,Sales Representative,9,2,Yes,78066,2,No
EMP1224,26,Female,Sales,Laboratory Technician,13,4,No,112951,2,Yes
EMP1225,57,Female,Human Resources,Sales Executive,12,2,Yes,68259,3,Yes
EMP1226,35,Female,Human Resources,Laboratory Technician,0,1,Yes,89029,5,No
EMP1227,59,Female,Human Resources,Sales Executive,5,5,Yes,117249,4,Yes
EMP1228,35,Male,Sales,Sales Representative,8,5,No,62284,4,Yes
EMP1229,36,Female,Human Resources,Research Scientist,2,3,No,41265,5,No
EMP1230,43,Male,Research & Development,Sales Representative,13,4,No,115283,5,Yes
EMP1231,31,Male,Sales,Laboratory Technician,3,4,No,73818,4,Yes
EMP1232,60,Female,Human Resources,Laboratory Technician,6,4,Yes,142823,4,No
EMP1233,22,Female,Human Resources,Research Scientist,8,5,Yes,80572,4,No
EMP1234,39,Male,Research & Development,Research Scientist,9,3,No,137532,5,No
EMP1235,31,Male,Research & Development,Research Scientist,7,3,No,79227,2,No
EMP1236,30,Male,Human Resources,Laboratory Technician,1,1,No,61379,3,Yes
EMP1237,56,Female,Human Resources,Sales Representative,11,2,Yes,106648,4,Yes
EMP1238,38,Female,Human Resources,HR Manager,15,2,No,93877,1,No
EMP1239,33,Male,Research & Development,Research Scientist,6,5,Yes,104461,3,Yes
EMP1240,29,Female,Human Resources,Sales Executive,13,4,No,54371,1,No
EMP1241,23,Female,Human Resources,Laboratory Technician,8,1,No,76801,2,Yes
EMP1242,30,Female,Human Resources,Laboratory Technician,5,3,Yes,75444,3,No
EMP1243,22,Male,Sales,Sales Representative,8,1,No,133527,5,No
EMP1244,44,Female,Human Resources,Sales Representative,1,4,No,144979,2,Yes
EMP1245,37,Female,Sales,Research Scientist,12,4,Yes,45163,1,Yes
EMP1246,59,Female,Research & Development,Laboratory Technician,5,4,Yes,43272,5,Yes
EMP1247,42,Male,Research & Development,Sales Executive,9,2,Yes,79785,3,Yes
EMP1248,23,Female,Sales,Research Scientist,8,4,No,68034,5,No
EMP1249,33,Male,Sales,Sales Representative,0,4,No,62256,2,Yes
EMP1250,38,Female,Sales,Sales Executive,13,1,Yes,81496,1,Yes
EMP1251,25,Male,Human Resources,Sales Representative,6,3,No,118977,3,Yes
EMP1252,30,Male,Human Resources,Research Scientist,0,3,Yes,110405,2,Yes
EMP1253,48,Male,Research & Development,Sales Executive,13,1,Yes,35582,5,Yes
EMP1254,55,Male,Research & Development,Sales Representative,4,3,Yes,116510,5,No
EMP1255,29,Male,Research & Development,Laboratory Technician,8,2,No,47566,2,Yes
EMP1256,26,Male,Research & Development,Laboratory Technician,8,4,Yes,139880,5,Yes
EMP1257,52,Male,Sales,Research Scientist,14,4,Yes,96592,1,No
EMP1258,50,Female,Human Resources,Sales Executive,10,4,Yes,149408,2,No
EMP1259,45,Male,Sales,Sales Representative,3,5,Yes,61455,2,No
EMP1260,54,Male,Research & Development,Sales Representative,7,2,Yes,91805,4,Yes
EMP1261,59,Female,Research & Development,Laboratory Technician,7,4,Yes,93721,1,Yes
EMP1262,28,Male,Research & Development,Research Scientist,0,4,No,53817,1,No
EMP1263,50,Male,Human Resources,Sales Executive,10,2,Yes,89891,1,No
EMP1264,54,Male,Sales,Laboratory Technician,7,3,No,33692,1,No
EMP1265,36,Female,Research & Development,Laboratory Technician,2,2,Yes,142100,3,No
EMP1266,24,Female,Human Resources,HR Manager,9,5,Yes,50762,3,Yes
EMP1267,55,Male,Human Resources,Laboratory Technician,14,2,Yes,101395,1,No
EMP1268,41,Male,Sales,Sales Representative,13,3,Yes,107922,4,Yes
EMP1269,51,Male,Research & Development,Research Scientist,10,2,Yes,85289,4,No
EMP1270,23,Male,Sales,Laboratory Technician,12,5,Yes,130363,2,Yes
EMP1271,25,Male,Sales,HR Manager,15,3,Yes,115217,5,No
EMP1272,52,Female,Sales,Laboratory Technician,0,5,Yes,79572,1,No
EMP1273,47,Male,Sales,Sales Representative,10,4,Yes,83721,3,No
EMP1274,49,Male,Sales,Sales Executive,10,1,Yes,30614,2,No
EMP1275,28,Female,Sales,Sales Executive,10,1,Yes,74972,1,No
EMP1276,53,Female,Research & Development,Sales Executive,11,1,Yes,149814,3,No
EMP1277,50,Female,Research & Development,Sales Representative,14,1,Yes,62685,5,No
EMP1278,26,Female,Research & Development,Sales Representative,4,1,Yes,68664,1,No
EMP1279,27,Female,Human Resources,Research Scientist,14,2,Yes,53211,2,No
EMP1280,42,Female,Research & Development,HR Manager,15,5,Yes,98319,3,Yes
EMP1281,60,Female,Research & Development,Sales Executive,6,4,Yes,40775,1,No
EMP1282,31,Male,Human Resources,Sales Representative,5,4,No,79507,1,Yes
EMP1283,26,Female,Sales,Sales Executive,12,1,No,135806,2,Yes
EMP1284,30,Male,Sales,Research Scientist,8,2,No,63408,5,No
EMP1285,39,Male,Sales,Laboratory Technician,12,1,No,63610,5,No
EMP1286,59,Male,Research & Development,HR Manager,1,1,Yes,39003,4,Yes
EMP1287,57,Male,Sales,Sales Executive,2,4,Yes,137085,3,Yes
EMP1288,42,Male,Sales,Laboratory Technician,15,2,Yes,122378,2,No
EMP1289,46,Female,Research & Development,Laboratory Technician,11,1,No,119516,5,Yes
EMP1290,60,Male,Research & Development,Research Scientist,2,2,No,84029,4,Yes
EMP1291,55,Female,Human Resources,Research Scientist,6,3,Yes,40032,2,No
EMP1292,40,Female,Human Resources,Laboratory Technician,11,3,Yes,34582,1,Yes
EMP1293,51,Male,Sales,Sales Executive,9,3,Yes,147086,5,No
EMP1294,54,Female,Human Resources,Laboratory Technician,9,5,No,43741,5,No
EMP1295,60,Female,Sales,Sales Representative,10,1,Yes,111717,5,Yes
EMP1296,49,Female,Human Resources,HR Manager,14,1,No,121300,4,No
EMP1297,28,Female,Research & Development,Sales Representative,14,2,No,90532,3,Yes
EMP1298,29,Male,Sales,HR Manager,0,3,Yes,72379,4,Yes
EMP1299,57,Female,Sales,Sales Representative,4,3,No,113179,3,Yes
EMP1300,35,Male,Sales,Sales Representative,5,1,Yes,146869,2,Yes
EMP1301,49,Male,Research & Development,Research Scientist,11,1,Yes,56835,2,Yes
EMP1302,50,Male,Human Resources,Sales Executive,13,5,No,73877,3,No
EMP1303,36,Female,Research & Development,Research Scientist,13,1,No,100177,1,Yes
EMP1304,48,Female,Sales,Sales Representative,0,1,Yes,144320,3,Yes
EMP1305,43,Male,Research & Development,Laboratory Technician,9,5,Yes,137234,5,No
EMP1306,51,Female,Research & Development,Sales Representative,15,1,Yes,113206,2,Yes
EMP1307,47,Female,Human Resources,Laboratory Technician,7,2,No,69270,1,No
EMP1308,48,Male,Human Resources,Sales Executive,12,2,No,83686,5,No
EMP1309,28,Male,Sales,HR Manager,4,4,No,138558,2,No
